student_id,pais,edad,genero,plan,escuela_principal,dispositivo_principal,objetivo_estudiante,nivel_educativo,experiencia_tech_anios,meses_suscrito,tipo_pago,dias_para_renovacion,intentos_pago_fallidos,fecha_registro,dias_en_gratuito_antes_pago,cursos_inscritos,tasa_completado,cursos_completados,certificados_obtenidos,rutas_inscritas,rutas_completadas,examenes_ruta_aprobados,interes_Prog,interes_DataSci,interes_Web,interes_Ingles,interes_Marketing,interes_Diseno,interes_Gestion,interes_SoftSkills,interes_Cloud,interes_Otros,dias_desde_ultimo_login,dias_desde_ultima_clase,sesiones_ultimo_mes,horas_vistas_total,horas_vistas_ultimo_mes,promedio_clases_semana,horas_semana_1,horas_semana_2,horas_semana_3,horas_semana_4,variacion_sesiones_vs_mes_anterior,racha_dias_maxima,racha_dias_actual,liveclasses_asistidas,hora_pico_uso,preguntas_en_foro,respuestas_en_foro,upvotes_recibidos,tutoriales_publicados,platzi_rank,nivel_rewards,tickets_soporte,dias_resolucion_promedio,nps_score,churn
PLZ-01134,México,22,Masculino,Expert Duo,Escuela de Diseno Grafico,Desktop,Freelance / proyectos propios,Universitario completo,1,34,Anual,97.0,2,2024-05-11,82,15,0.32,4,3,1,0,0,0.33,0.16,0.08,0.37,0.19,0.31,0.16,0.11,0.52,0.24,34,38,4,81,1,0.2,0.0,0.0,0.0,0.0,-6.3,74,0,0,14,2,4,15,0,1269,Pro,2,4.9,5.0,1
PLZ-01135,Argentina,22,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Universitario en curso,3,3,Anual,354.0,2,2023-08-20,14,8,0.36,2,1,5,1,0,0.22,0.12,0.71,0.34,0.24,0.05,0.04,0.2,0.29,0.36,2,8,9,27,23,5.8,7.5,8.3,7.5,3.0,1.8,21,0,2,18,2,3,1,0,623,Estandar,0,0.0,1.0,0
PLZ-01136,México,16,Masculino,Expert,Escuela de Diseno Grafico,Mobile,Freelance / proyectos propios,Posgrado,7,7,Anual,96.0,0,2022-04-24,12,6,0.18,1,0,1,0,0,0.04,0.18,0.1,0.6,0.17,0.46,0.04,0.43,0.35,0.14,36,49,0,15,1,0.2,0.0,0.0,0.0,0.0,-7.0,7,0,0,7,2,5,3,0,172,Estandar,1,1.3,9.0,0
PLZ-01137,Venezuela,23,Masculino,Expert,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Universitario completo,5,3,Anual,210.0,0,2025-02-13,55,5,0.1,0,0,1,0,0,0.2,0.21,0.04,0.34,0.34,0.27,0.36,0.16,0.44,0.45,9,17,5,19,18,4.5,4.3,4.2,5.0,4.4,6.9,18,0,6,16,2,6,6,0,136,Estandar,0,0.0,7.0,1
PLZ-01138,Colombia,34,Masculino,Expert,Escuela de Desarrollo Web,Mobile,Ascender en trabajo actual,Universitario en curso,3,1,Anual,236.0,0,2023-07-03,24,9,0.2,1,0,4,0,0,0.26,0.01,0.41,0.2,0.08,0.14,0.05,0.12,0.05,0.12,0,7,8,38,6,1.5,1.5,1.9,1.0,0.9,-1.5,15,2,2,13,4,4,10,0,105,Estandar,2,6.3,2.0,0
PLZ-01139,Colombia,16,Masculino,Basic,Escuela de Gestion y Liderazgo,Desktop,Cambiar de carrera,Secundaria,5,9,Mensual,7.0,0,2022-05-18,17,4,0.32,1,0,1,0,0,0.12,0.17,0.15,0.05,0.04,0.38,0.02,0.42,0.05,0.21,2,8,6,23,5,1.2,0.8,1.6,1.2,1.7,-0.7,29,0,3,10,2,5,12,0,159,Estandar,0,0.0,9.0,0
PLZ-01140,Argentina,21,Masculino,Expert Duo,Escuela de Ingles,Desktop,Freelance / proyectos propios,Universitario completo,7,2,Anual,357.0,0,2023-06-13,23,12,0.59,7,6,0,0,0,0.3,0.0,0.09,0.24,0.14,0.0,0.02,0.13,0.28,0.22,4,15,20,125,8,2.0,1.6,2.7,2.5,1.6,1.2,30,0,2,11,1,5,4,0,270,Estandar,1,3.0,8.0,0
PLZ-01141,Chile,29,Masculino,Expert,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Universitario en curso,5,18,Anual,48.0,0,2024-06-01,37,14,0.09,1,0,1,0,0,0.21,0.03,0.27,0.4,0.06,0.05,0.36,0.14,0.07,0.18,0,9,15,54,23,5.8,5.4,7.3,3.7,6.4,-3.1,3,3,2,16,3,7,12,0,355,Estandar,1,5.8,7.0,0
PLZ-01142,México,16,Femenino,Basic,Escuela de Ingles,Mobile,Cambiar de carrera,Universitario completo,3,1,Mensual,17.0,0,2022-10-07,2,4,0.38,1,0,2,0,0,0.18,0.12,0.63,0.03,0.11,0.01,0.51,0.14,0.38,0.54,37,37,0,21,0,0.0,0.0,0.0,0.0,0.0,-3.0,15,0,0,13,1,6,3,0,94,Estandar,1,5.4,4.0,1
PLZ-01143,Argentina,23,Masculino,Gratuito,Escuela de E-commerce y Negocios Digitales,Desktop,Conseguir empleo tech,Universitario en curso,3,1,Sin_suscripcion,-1.0,0,2022-06-26,170,1,0.07,0,0,1,0,0,0.27,0.63,0.18,0.06,0.12,0.15,0.35,0.24,0.05,0.23,31,40,0,2,0,0.0,0.0,0.0,0.0,0.0,-7.9,3,0,0,9,4,6,20,0,69,Estandar,0,0.0,9.0,1
PLZ-01144,Colombia,33,Masculino,Basic,Escuela de Ingles,Desktop,Freelance / proyectos propios,Tecnico,0,11,Mensual,8.0,0,2024-01-16,59,5,0.39,1,0,1,0,0,0.02,0.21,0.3,0.15,0.23,0.08,0.43,0.04,0.07,0.07,56,60,1,28,1,0.2,0.0,0.0,0.0,0.0,-0.0,0,0,0,14,1,1,3,0,492,Estandar,3,6.2,8.0,1
PLZ-01145,México,39,Masculino,Expert,Escuela de Gestion y Liderazgo,Mobile,Ascender en trabajo actual,Universitario completo,2,13,Cuotas x4,296.0,0,2022-08-30,39,7,0.21,1,0,0,0,0,0.6,0.14,0.1,0.09,0.29,0.04,0.49,0.22,0.38,0.11,38,47,1,33,1,0.2,0.0,0.0,0.0,0.0,-0.2,46,0,0,6,4,11,27,0,380,Estandar,1,2.7,0.0,1
PLZ-01146,Venezuela,28,Masculino,Basic,Escuela de Produccion Audiovisual,Desktop,Conseguir empleo tech,Universitario completo,1,4,Mensual,15.0,0,2023-06-26,2,6,0.19,1,0,3,0,0,0.73,0.14,0.14,0.13,0.37,0.18,0.26,0.1,0.57,0.36,42,50,1,27,1,0.2,0.0,0.0,0.0,0.0,-2.1,10,0,0,12,2,6,8,3,355,Estandar,0,0.0,10.0,0
PLZ-01147,Chile,21,Masculino,Gratuito,Escuela de Marketing Digital,Desktop,Conseguir empleo tech,Universitario en curso,2,2,Sin_suscripcion,-1.0,0,2022-03-22,55,2,0.08,0,0,2,0,0,0.23,0.32,0.1,0.16,0.05,0.05,0.44,0.12,0.06,0.22,24,24,3,4,4,1.0,1.3,1.5,0.6,1.1,-3.9,3,0,0,19,2,6,17,0,86,Estandar,0,0.0,7.0,0
PLZ-01148,Argentina,21,Femenino,Expert,Escuela de Ingles,Desktop,Conseguir empleo tech,Tecnico,3,5,Anual,114.0,0,2022-01-13,11,8,0.14,1,0,4,0,0,0.57,0.1,0.16,0.08,0.11,0.37,0.05,0.52,0.0,0.44,7,7,8,24,24,6.0,8.2,5.9,7.9,6.7,-1.0,24,0,2,19,6,5,12,0,213,Estandar,1,2.1,,1
PLZ-01149,Venezuela,27,No especifica,Gratuito,Escuela de Programacion y Software,Desktop,Aprender por curiosidad,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2023-03-20,31,1,0.14,0,0,2,0,0,0.46,0.23,0.13,0.43,0.26,0.25,0.13,0.23,0.23,0.17,5,13,2,3,3,0.8,0.9,0.6,0.8,0.9,0.0,0,0,0,17,2,3,3,0,53,Estandar,0,0.0,9.0,0
PLZ-01150,Venezuela,28,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Emprender startup,Universitario completo,0,4,Anual,62.0,0,2022-05-18,4,7,0.4,2,1,2,0,0,0.15,0.39,0.37,0.54,0.05,0.25,0.3,0.15,0.34,0.06,3,5,6,33,11,2.8,1.7,1.9,2.8,2.5,-0.6,51,0,2,21,5,5,4,0,152,Estandar,0,0.0,10.0,1
PLZ-01151,Argentina,38,Masculino,Expert,Escuela de Ingles,Desktop,Ascender en trabajo actual,Universitario en curso,2,23,Anual,126.0,0,2023-01-26,4,5,0.64,3,2,1,0,0,0.3,0.49,0.3,0.38,0.16,0.44,0.19,0.55,0.43,0.03,11,23,11,38,9,2.2,3.2,2.8,3.1,2.4,-1.1,4,0,1,17,0,5,9,0,505,Estandar,2,4.7,10.0,1
PLZ-01152,Chile,32,Masculino,Expert,Escuela de Gestion y Liderazgo,Desktop,Conseguir empleo tech,Universitario completo,1,11,Anual,163.0,3,2024-04-10,40,9,0.37,3,2,1,0,0,0.12,0.38,0.02,0.28,0.21,0.33,0.77,0.07,0.13,0.4,3,3,9,40,15,3.8,4.7,4.7,4.9,2.9,5.3,5,0,6,12,4,4,9,0,239,Estandar,3,1.4,9.0,1
PLZ-01153,Argentina,27,No especifica,Gratuito,Escuela de Desarrollo Web,Mobile,Emprender startup,Tecnico,2,1,Sin_suscripcion,-1.0,0,2023-03-31,11,3,0.22,0,0,0,0,0,0.15,0.07,0.17,0.03,0.06,0.06,0.11,0.29,0.04,0.18,4,5,1,13,11,2.8,1.4,3.3,1.4,3.4,3.2,7,0,0,8,6,3,5,0,81,Estandar,1,4.5,,0
PLZ-01154,Argentina,24,Femenino,Basic,Escuela de Ciberseguridad,Mobile,Ascender en trabajo actual,Universitario en curso,10,9,Mensual,15.0,0,2023-07-04,14,3,0.31,0,0,1,0,0,0.45,0.04,0.03,0.08,0.07,0.58,0.17,0.29,0.17,0.28,1,11,7,8,8,2.0,3.0,1.9,2.5,1.1,2.3,13,4,0,9,3,6,10,1,418,Estandar,1,3.0,4.0,0
PLZ-01155,Argentina,45,Femenino,Basic,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Universitario completo,5,3,Mensual,18.0,1,2022-11-06,59,2,0.05,0,0,1,0,0,0.08,0.17,0.68,0.3,0.14,0.42,0.34,0.26,0.5,0.13,6,16,3,7,7,1.8,2.0,1.4,2.5,1.4,5.6,6,0,3,15,5,3,8,0,122,Estandar,0,0.0,9.0,1
PLZ-01156,Perú,30,Masculino,Expert,Escuela de Diseno Grafico,Mobile,Ascender en trabajo actual,Universitario completo,1,8,Anual,243.0,0,2023-05-03,15,10,0.44,4,3,1,0,0,0.12,0.29,0.57,0.2,0.35,0.21,0.04,0.11,0.23,0.18,13,23,14,76,10,2.5,2.8,3.1,2.7,3.5,-1.5,2,0,1,0,3,5,2,0,307,Estandar,1,7.0,7.0,0
PLZ-01157,México,22,No especifica,Expert,Escuela de Desarrollo Web,Mobile,Ascender en trabajo actual,Universitario en curso,0,1,Anual,49.0,0,2023-01-03,32,10,0.12,1,0,1,0,0,0.17,0.15,0.06,0.22,0.35,0.16,0.0,0.06,0.29,0.23,23,29,8,53,2,0.5,0.4,0.6,0.4,0.4,4.5,26,0,3,19,6,7,9,0,126,Estandar,0,0.0,8.0,0
PLZ-01158,Ecuador,25,Masculino,Gratuito,Escuela de Desarrollo Web,Mobile,Ascender en trabajo actual,Tecnico,3,4,Sin_suscripcion,-1.0,0,2025-04-07,21,1,0.06,0,0,3,0,0,0.59,0.4,0.27,0.15,0.14,0.07,0.5,0.14,0.41,0.5,2,4,4,3,3,0.8,0.7,0.9,0.9,0.7,-2.6,23,0,0,19,3,6,16,0,158,Estandar,1,3.1,,1
PLZ-01159,Venezuela,21,Masculino,Expert,Escuela de Gestion y Liderazgo,Mobile,Freelance / proyectos propios,Secundaria,3,39,Anual,90.0,0,2022-06-22,40,11,0.46,5,4,0,0,0,0.25,0.18,0.2,0.17,0.03,0.04,0.35,0.31,0.13,0.06,4,6,12,102,6,1.5,2.0,1.8,1.1,1.3,-0.5,4,0,1,20,4,13,9,0,999,Estandar,0,0.0,9.0,0
PLZ-01160,México,16,Femenino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Universitario completo,2,1,Sin_suscripcion,-1.0,0,2023-08-11,43,1,0.14,0,0,1,0,0,0.13,0.19,0.08,0.58,0.15,0.48,0.25,0.03,0.08,0.02,29,36,3,3,3,0.8,0.4,0.6,0.8,0.7,3.2,1,0,0,23,2,5,13,1,123,Estandar,3,6.1,10.0,1
PLZ-01161,Chile,28,Femenino,Expert Family,Escuela de Programacion y Software,Mobile,Emprender startup,Secundaria,1,12,Anual,327.0,0,2025-03-07,23,20,0.27,5,4,0,0,0,0.1,0.13,0.03,0.13,0.22,0.06,0.26,0.11,0.38,0.39,12,21,5,82,10,2.5,1.7,3.5,2.5,2.5,1.4,1,0,4,12,4,2,7,0,643,Estandar,1,6.5,10.0,0
PLZ-01162,México,37,Masculino,Expert Family,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Tecnico,0,9,Anual,351.0,0,2024-01-31,180,19,0.62,11,8,2,1,0,0.1,0.13,0.2,0.14,0.48,0.25,0.08,0.11,0.12,0.28,12,21,15,98,11,2.8,3.7,1.5,2.6,1.5,0.7,6,0,4,18,1,1,3,0,1069,Estandar,1,6.9,9.0,1
PLZ-01163,México,17,Masculino,Expert,Escuela de Desarrollo Web,Mobile,Freelance / proyectos propios,Universitario en curso,1,4,Anual,278.0,1,2022-08-26,41,8,0.38,3,2,3,1,1,0.3,0.08,0.12,0.2,0.07,0.29,0.09,0.33,0.21,0.01,0,11,8,42,10,2.5,2.4,1.8,3.2,3.5,-0.1,2,0,5,14,2,7,5,0,931,Estandar,0,0.0,8.0,0
PLZ-01164,Perú,27,Masculino,Expert,Escuela de Gestion y Liderazgo,Mobile,Conseguir empleo tech,Universitario en curso,2,11,Anual,359.0,2,2024-07-01,7,7,0.38,2,1,2,0,0,0.41,0.61,0.05,0.36,0.27,0.55,0.08,0.11,0.22,0.5,36,48,1,44,0,0.0,0.0,0.0,0.0,0.0,-2.5,32,0,0,19,1,4,5,0,458,Estandar,2,1.8,10.0,0
PLZ-01165,México,22,Masculino,Expert,Escuela de Ciberseguridad,Mobile,Aprender por curiosidad,Universitario completo,5,1,Anual,296.0,0,2023-09-24,10,5,0.49,2,1,0,0,0,0.2,0.57,0.14,0.29,0.3,0.5,0.23,0.31,0.05,0.33,6,9,7,42,4,1.0,1.3,1.4,0.9,1.0,-1.9,0,0,3,11,3,2,6,0,96,Estandar,0,0.0,10.0,0
PLZ-01166,Chile,30,Masculino,Expert,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Universitario en curso,7,32,Anual,147.0,0,2022-01-11,35,12,0.36,4,3,0,0,0,0.05,0.07,0.26,0.18,0.45,0.52,0.1,0.48,0.24,0.12,3,14,10,61,25,6.2,7.4,3.7,6.6,6.7,-1.9,0,0,4,13,4,4,7,0,1031,Estandar,3,3.1,4.0,0
PLZ-01167,Chile,25,No especifica,Expert,Escuela de Ingles,Desktop,Conseguir empleo tech,Universitario completo,2,2,Cuotas x4,53.0,0,2023-02-05,4,10,0.39,3,2,1,0,0,0.13,0.27,0.11,0.44,0.32,0.06,0.14,0.39,0.28,0.14,44,56,1,47,0,0.0,0.0,0.0,0.0,0.0,-7.4,0,0,0,22,4,7,21,0,198,Estandar,0,0.0,0.0,1
PLZ-01168,Colombia,18,Femenino,Expert Family,Escuela de Marketing Digital,Desktop,Aprender por curiosidad,Tecnico,5,30,Anual,286.0,0,2022-07-22,0,13,0.54,7,5,1,0,0,0.37,0.41,0.15,0.25,0.07,0.24,0.25,0.49,0.54,0.18,1,12,11,111,17,4.2,2.3,3.4,3.2,4.2,-1.1,4,1,6,20,1,6,4,0,1286,Pro,4,3.5,7.0,0
PLZ-01169,México,21,Femenino,Expert,Escuela de Matematicas,Desktop,Conseguir empleo tech,Universitario completo,10,4,Cuotas x4,154.0,0,2023-06-11,44,9,0.13,1,0,2,0,0,0.07,0.12,0.27,0.44,0.49,0.46,0.32,0.13,0.14,0.51,18,21,7,20,20,5.0,3.0,3.8,3.4,7.0,-0.5,10,0,3,15,1,2,2,0,99,Estandar,2,4.2,9.0,0
PLZ-01170,México,22,Femenino,Expert,Escuela de Cloud Computing,Desktop,Freelance / proyectos propios,Tecnico,5,3,Cuotas x4,150.0,0,2023-05-31,27,6,0.32,1,0,3,0,0,0.18,0.07,0.03,0.38,0.06,0.77,0.21,0.14,0.06,0.17,15,20,5,30,18,4.5,4.0,6.3,3.6,3.4,-3.0,9,0,2,12,4,2,5,0,150,Estandar,0,0.0,1.0,0
PLZ-01171,Argentina,35,Masculino,Expert Duo,Escuela de Marketing Digital,Desktop,Cambiar de carrera,Tecnico,5,14,Anual,61.0,1,2024-05-06,33,13,0.6,7,6,4,2,1,0.44,0.14,0.1,0.52,0.31,0.6,0.14,0.25,0.03,0.45,1,8,12,117,4,1.0,0.8,0.8,1.3,1.5,5.5,1,1,4,12,5,4,4,0,1825,Pro,2,3.1,7.0,0
PLZ-01172,Costa Rica,34,Femenino,Expert,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario en curso,7,18,Anual,73.0,0,2022-06-30,0,5,0.44,2,1,0,0,0,0.12,0.23,0.09,0.12,0.26,0.2,0.08,0.12,0.18,0.14,5,14,8,38,20,5.0,3.4,3.3,4.7,5.5,4.8,2,0,7,21,4,5,10,0,695,Estandar,0,0.0,5.0,0
PLZ-01173,Argentina,25,Femenino,Expert,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Universitario completo,1,16,Anual,302.0,2,2023-03-07,14,8,0.6,4,3,1,0,0,0.15,0.13,0.29,0.17,0.08,0.28,0.2,0.01,0.46,0.3,18,29,25,70,11,2.8,2.9,2.9,4.0,2.8,-1.2,7,0,4,10,4,6,6,0,592,Estandar,1,2.0,9.0,0
PLZ-01174,México,34,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2024-01-05,25,4,0.03,0,0,0,0,0,0.27,0.11,0.25,0.08,0.15,0.36,0.37,0.25,0.48,0.19,32,39,0,11,0,0.0,0.0,0.0,0.0,0.0,-4.0,7,0,0,21,3,2,4,0,39,Estandar,1,5.4,5.0,0
PLZ-01175,Argentina,25,Femenino,Basic,Escuela de Ingles,Mobile,Aprender por curiosidad,Universitario en curso,10,1,Mensual,27.0,0,2023-02-17,35,4,0.37,1,0,1,0,0,0.35,0.1,0.34,0.33,0.12,0.31,0.06,0.12,0.45,0.73,5,8,7,28,6,1.5,2.2,1.5,0.8,2.2,6.5,16,0,1,16,3,9,30,0,124,Estandar,2,6.3,10.0,0
PLZ-01176,Colombia,25,Masculino,Gratuito,Escuela de Diseno Grafico,Desktop,Ascender en trabajo actual,Tecnico,2,4,Sin_suscripcion,-1.0,0,2023-06-27,113,3,0.34,1,0,0,0,0,0.17,0.53,0.46,0.67,0.16,0.03,0.28,0.21,0.37,0.18,27,30,3,15,6,1.5,1.1,2.1,1.6,1.1,2.7,10,0,0,13,1,4,7,0,127,Estandar,2,2.2,10.0,0
PLZ-01177,Perú,27,Femenino,Expert,Escuela de Ingles,Mobile,Freelance / proyectos propios,Universitario en curso,5,16,Anual,53.0,0,2022-11-25,10,7,0.56,3,2,3,1,0,0.27,0.15,0.09,0.24,0.25,0.19,0.37,0.36,0.27,0.09,22,31,12,51,19,4.8,3.0,5.0,5.9,7.0,2.7,18,0,1,18,4,6,10,0,894,Estandar,1,3.2,6.0,0
PLZ-01178,México,28,No especifica,Basic,Escuela de Marketing Digital,Desktop,Aprender por curiosidad,Universitario completo,5,4,Mensual,15.0,0,2023-07-14,71,4,0.22,0,0,3,0,0,0.54,0.13,0.13,0.23,0.23,0.16,0.19,0.28,0.34,0.25,11,18,10,4,4,1.0,0.8,0.8,0.7,1.1,8.4,3,0,1,1,3,6,14,0,170,Estandar,0,0.0,9.0,1
PLZ-01179,Perú,23,Masculino,Expert Family,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario completo,2,6,Anual,288.0,0,2024-08-18,33,14,0.52,7,5,4,2,1,0.57,0.21,0.1,0.07,0.29,0.39,0.03,0.23,0.06,0.39,3,9,17,128,7,1.8,2.2,1.1,2.1,1.8,0.0,4,0,3,12,5,3,2,0,1625,Pro,4,1.2,7.0,0
PLZ-01180,Colombia,27,Femenino,Expert,Escuela de Diseno Grafico,Mobile,Aprender por curiosidad,Posgrado,2,20,Anual,9.0,1,2022-05-11,15,7,0.23,1,0,0,0,0,0.08,0.26,0.17,0.15,0.15,0.3,0.11,0.54,0.39,0.13,23,26,10,17,3,0.8,0.7,0.4,1.0,0.5,3.8,10,0,6,12,3,4,15,0,652,Estandar,0,0.0,8.0,0
PLZ-01181,Guatemala,31,Masculino,Expert,Escuela de Programacion y Software,Mobile,Conseguir empleo tech,Universitario completo,2,5,Anual,37.0,1,2023-10-24,32,12,0.3,3,2,0,0,0,0.26,0.1,0.29,0.18,0.09,0.4,0.19,0.32,0.29,0.23,20,32,11,78,10,2.5,2.2,2.9,1.8,1.6,4.0,3,0,5,3,1,2,7,0,263,Estandar,2,6.6,,1
PLZ-01182,México,27,Femenino,Basic,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Universitario en curso,1,2,Mensual,24.0,0,2023-01-06,32,2,0.2,0,0,3,0,0,0.06,0.16,0.04,0.17,0.37,0.04,0.06,0.11,0.15,0.33,23,30,5,5,2,0.5,0.7,0.7,0.7,0.6,5.6,61,0,2,13,1,2,1,0,83,Estandar,0,0.0,2.0,1
PLZ-01183,Argentina,27,Masculino,Expert Duo,Escuela de Programacion y Software,Desktop,Freelance / proyectos propios,Universitario completo,0,6,Anual,68.0,0,2023-04-01,7,19,0.1,1,0,2,0,0,0.34,0.13,0.48,0.39,0.04,0.08,0.11,0.06,0.08,0.28,17,24,11,94,26,6.5,8.3,9.4,9.3,9.6,1.3,15,0,1,20,2,0,0,0,209,Estandar,1,2.1,3.0,1
PLZ-01184,Bolivia,29,Masculino,Expert,Escuela de Videojuegos,Mobile,Conseguir empleo tech,Universitario en curso,2,1,Anual,308.0,0,2022-01-25,0,7,0.21,1,0,1,0,0,0.64,0.09,0.17,0.4,0.32,0.36,0.11,0.19,0.28,0.13,16,23,8,36,7,1.8,1.2,1.9,2.5,1.2,-4.0,3,0,3,16,2,4,5,0,76,Estandar,2,5.6,7.0,1
PLZ-01185,México,31,Masculino,Expert,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Universitario completo,0,7,Anual,302.0,0,2024-10-14,3,6,0.04,0,0,2,0,0,0.22,0.22,0.02,0.05,0.08,0.16,0.28,0.36,0.1,0.27,32,37,0,21,1,0.2,0.0,0.0,0.0,0.0,-6.9,17,0,0,0,2,7,15,0,249,Estandar,2,1.4,8.0,0
PLZ-01186,Bolivia,26,Femenino,Basic,Escuela de Gestion y Liderazgo,Desktop,Freelance / proyectos propios,Universitario en curso,1,1,Mensual,26.0,3,2024-10-01,92,4,0.32,1,0,1,0,0,0.48,0.06,0.31,0.12,0.4,0.17,0.33,0.02,0.1,0.62,2,14,6,22,3,0.8,1.0,0.8,0.6,0.4,-1.8,18,0,1,14,5,2,4,0,81,Estandar,1,5.2,9.0,1
PLZ-01187,Argentina,24,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Universitario en curso,0,7,Cuotas x4,21.0,0,2022-11-05,58,11,0.47,5,4,2,0,0,0.39,0.3,0.46,0.07,0.38,0.09,0.03,0.25,0.35,0.34,10,16,7,65,21,5.2,6.5,7.4,3.3,7.7,-2.4,13,0,6,21,4,6,22,0,465,Estandar,0,0.0,,0
PLZ-01188,México,28,Femenino,Expert,Escuela de Desarrollo Web,Mobile,Ascender en trabajo actual,Secundaria,5,16,Anual,48.0,0,2022-06-28,5,3,0.47,1,0,1,0,0,0.32,0.04,0.17,0.26,0.25,0.15,0.1,0.48,0.1,0.29,20,27,7,19,10,2.5,1.4,3.5,1.9,1.5,-2.2,13,0,4,2,1,3,7,0,688,Estandar,1,6.4,10.0,0
PLZ-01189,México,17,Masculino,Expert,Escuela de E-commerce y Negocios Digitales,Desktop,Aprender por curiosidad,Universitario en curso,7,42,Cuotas x4,265.0,0,2022-07-25,32,11,0.59,6,5,2,1,1,0.17,0.64,0.34,0.19,0.16,0.07,0.21,0.07,0.08,0.07,22,25,9,80,24,6.0,4.7,7.8,4.4,4.0,2.7,0,0,2,3,2,7,24,0,2170,Pro,0,0.0,10.0,0
PLZ-01190,Argentina,25,No especifica,Expert Duo,Escuela de Ingles,Desktop,Ascender en trabajo actual,Universitario completo,3,1,Anual,252.0,0,2022-01-05,74,12,0.19,2,1,1,0,0,0.01,0.18,0.6,0.16,0.25,0.27,0.26,0.22,0.1,0.19,7,14,10,71,26,6.5,3.9,4.9,4.0,5.2,6.8,8,0,2,22,3,7,9,0,135,Estandar,1,1.5,3.0,0
PLZ-01191,México,16,Femenino,Expert Duo,Escuela de Data Science e Inteligencia Artificial,Mobile,Emprender startup,Universitario completo,2,5,Anual,5.0,0,2022-06-27,74,21,0.27,5,4,2,0,0,0.15,0.27,0.07,0.18,0.11,0.06,0.15,0.15,0.23,0.16,10,15,10,115,26,6.5,4.6,9.2,9.6,5.2,4.6,20,0,2,8,3,6,6,0,312,Estandar,2,5.8,8.0,1
PLZ-01192,Colombia,16,Masculino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Universitario completo,10,14,Cuotas x4,6.0,0,2022-11-11,24,30,0.54,16,14,0,0,0,0.07,0.16,0.3,0.2,0.23,0.46,0.17,0.49,0.06,0.29,2,2,14,188,22,5.5,6.4,2.8,7.7,3.0,-4.6,0,0,2,18,1,7,15,0,693,Estandar,0,0.0,1.0,0
PLZ-01193,México,16,Masculino,Expert,Escuela de E-commerce y Negocios Digitales,Desktop,Conseguir empleo tech,Posgrado,0,2,Cuotas x4,230.0,0,2024-07-05,38,9,0.44,3,2,0,0,0,0.03,0.09,0.12,0.05,0.44,0.2,0.18,0.23,0.28,0.36,2,14,20,52,10,2.5,3.7,3.6,2.7,3.6,0.8,13,0,8,17,5,4,12,0,163,Estandar,0,0.0,4.0,0
PLZ-01194,Argentina,33,Femenino,Expert Family,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Tecnico,1,2,Anual,46.0,1,2024-04-26,15,21,0.21,4,3,0,0,0,0.04,0.26,0.12,0.47,0.2,0.07,0.57,0.28,0.01,0.36,0,3,20,81,6,1.5,1.1,1.2,0.8,0.8,-1.4,14,14,1,1,3,5,4,0,218,Estandar,2,5.8,0.0,0
PLZ-01195,México,27,Femenino,Expert Duo,Escuela de Ingles,Desktop,Freelance / proyectos propios,Universitario completo,1,10,Anual,97.0,0,2022-05-11,2,14,0.54,7,5,1,0,0,0.27,0.43,0.12,0.18,0.03,0.25,0.58,0.03,0.25,0.41,0,7,10,69,11,2.8,2.0,2.9,2.7,2.2,3.1,5,5,1,16,1,3,10,0,379,Estandar,0,0.0,0.0,1
PLZ-01196,Venezuela,19,Femenino,Basic,Escuela de Desarrollo Web,Mobile,Emprender startup,Universitario completo,1,3,Mensual,17.0,1,2022-11-02,22,11,0.35,3,2,0,0,0,0.55,0.27,0.34,0.18,0.41,0.16,0.12,0.0,0.06,0.26,52,63,1,67,1,0.2,0.0,0.0,0.0,0.0,-2.9,26,0,0,21,3,3,11,0,151,Estandar,0,0.0,8.0,1
